,Lat,Lon,Base,Hour,Day,labels_kmeans,labels_dbscan,labels_agg
88499,40.755,-73.9841,1,12,4,1,1,1
228125,40.7246,-73.9985,2,17,3,0,1,0
169163,40.7379,-73.9867,1,13,4,0,1,1
12066,40.7079,-74.0041,0,16,3,0,1,0
22926,40.6647,-73.8969,0,0,0,0,-1,0
59839,40.7805,-73.9803,1,19,5,1,1,1
151358,40.7112,-73.9577,1,5,2,0,1,0
504754,40.7747,-73.9502,3,9,4,1,1,1
440486,40.7253,-74.0036,3,21,1,0,1,0
113557,40.7322,-74.002,1,7,2,0,1,0
517160,40.7998,-73.9403,3,17,5,1,1,2
311653,40.7235,-74.0097,2,11,6,0,1,0
389180,40.7647,-73.9807,3,17,1,1,1,1
561776,40.7308,-74.0069,4,21,2,0,1,0
189781,40.7639,-73.9765,1,18,6,1,1,1
337106,40.7506,-73.983,3,16,2,1,1,1
469401,40.7164,-73.9614,3,22,5,0,1,0
201594,40.7412,-74.005,1,17,1,0,1,0
412050,40.7711,-73.9834,3,18,4,1,1,1
143812,40.7351,-74.0066,1,18,0,0,1,0
48075,40.7376,-73.9562,1,20,3,1,1,0
432251,40.7642,-73.9989,3,20,0,1,1,1
192042,40.7262,-73.9834,1,7,0,0,1,0
511277,40.7278,-74.0015,3,22,4,0,1,0
247810,40.7035,-74.0115,2,16,1,0,1,0
370317,40.6798,-73.952,3,0,6,0,1,0
319903,40.7651,-73.9804,2,21,1,1,1,1
460238,40.7681,-73.9627,3,15,4,1,1,1
97668,40.76,-73.9877,1,21,5,1,1,1
180201,40.768,-73.982,1,16,5,1,1,1
33550,40.8114,-74.1039,0,7,2,1,-1,1
229377,40.6906,-73.9951,2,21,3,0,1,0
405056,40.762,-73.9874,3,20,3,1,1,1
167141,40.7307,-74.0102,1,5,4,0,1,0
187728,40.7074,-74.0014,1,12,6,0,1,0
438269,40.727,-73.9766,3,18,1,0,1,0
371914,40.7431,-73.9863,3,7,6,1,1,1
117647,40.7043,-74.0092,1,20,2,0,1,0
458751,40.8052,-73.9528,3,11,4,1,1,2
8874,40.6949,-74.178,0,19,0,3,2,4
117685,40.7604,-73.9803,1,20,2,1,1,1
77178,40.7561,-73.9832,1,10,2,1,1,1
388423,40.6252,-73.9607,3,16,1,0,1,0
243966,40.7185,-74.0056,2,17,0,0,1,0
392390,40.7332,-73.9796,3,7,2,0,1,0
406398,40.7493,-73.9944,3,22,3,1,1,1
52299,40.764,-73.9942,1,16,4,1,1,1
459845,40.7449,-73.9801,3,15,4,1,1,1
184808,40.7327,-74.0033,1,23,5,0,1,0
1915,40.7842,-73.9568,0,17,2,1,1,1
35364,40.7595,-73.9889,0,21,2,1,1,1
327341,40.6773,-73.9671,3,6,1,0,1,0
535386,40.7307,-73.9906,3,13,1,0,1,0
383733,40.7497,-73.9832,3,21,0,1,1,1
454357,40.7534,-73.9793,3,19,3,1,1,1
475848,40.7407,-73.986,3,9,0,0,1,1
496847,40.7458,-73.9938,3,13,3,1,1,1
440932,40.7024,-73.9896,3,22,1,0,1,0
136635,40.714,-73.9898,1,23,5,0,1,0
61227,40.6742,-73.9677,1,22,5,0,1,0
348895,40.7649,-73.9864,3,22,3,1,1,1
147174,40.6277,-73.7183,1,13,1,2,-1,3
283042,40.6791,-73.9402,2,20,4,0,1,0
188315,40.723,-73.9968,1,14,6,0,1,0
532885,40.694,-73.967,3,23,0,0,1,0
99708,40.7499,-73.9756,1,4,6,1,1,1
233897,40.7404,-73.9892,2,19,4,0,1,1
530953,40.7264,-74.009,3,17,0,0,1,0
327040,40.8095,-73.953,3,5,1,1,1,2
342045,40.6776,-73.9484,3,8,3,0,1,0
464450,40.7201,-73.9941,3,1,5,0,1,0
118750,40.7482,-73.9881,1,2,3,1,1,1
313544,40.7084,-74.0047,2,5,0,0,1,0
512171,40.7692,-74.0282,3,23,4,1,4,0
195891,40.7677,-73.9618,1,20,0,1,1,1
172045,40.7566,-73.9787,1,18,4,1,1,1
518697,40.7257,-73.9825,3,19,5,0,1,0
21354,40.7197,-74.0007,0,21,4,0,1,0
214771,40.7383,-73.9968,1,18,2,0,1,0
398386,40.7386,-73.9853,3,0,3,0,1,1
110103,40.7312,-73.9913,1,17,1,0,1,0
275953,40.7295,-74.0009,2,21,2,0,1,0
387947,40.7479,-73.985,3,15,1,1,1,1
478596,40.7632,-73.97,3,19,0,1,1,1
237281,40.7388,-74.0091,2,17,5,0,1,0
426237,40.7274,-73.992,3,17,6,0,1,0
352833,40.7406,-74.0045,3,12,4,0,1,0
184066,40.759,-73.9883,1,22,5,1,1,1
113084,40.7169,-74.0123,1,3,2,0,1,0
107448,40.7256,-73.9937,1,8,1,0,1,0
386559,40.7547,-73.9656,3,9,1,1,1,1
67136,40.7822,-73.9594,1,10,0,1,1,1
403957,40.7731,-73.8857,3,18,3,4,1,2
337667,40.6596,-73.9593,3,17,2,0,1,0
250289,40.7332,-73.9928,2,11,2,0,1,0
196469,40.7267,-73.989,1,21,0,0,1,0
12899,40.7799,-73.9467,0,9,4,1,1,1
150362,40.74,-74.0072,1,20,1,0,1,0
61732,40.721,-74.0449,1,23,5,0,4,0
8518,40.7607,-73.9859,0,17,0,1,1,1
531664,40.7611,-73.9778,3,19,0,1,1,1
167780,40.7567,-73.9902,1,7,4,1,1,1
306552,40.7515,-74.0036,2,0,5,1,1,0
495234,40.77,-73.9604,3,7,3,1,1,1
59453,40.7654,-73.9756,1,18,5,1,1,1
415038,40.7065,-73.9228,3,23,4,0,1,0
377577,40.7678,-73.9915,3,8,0,1,1,1
526883,40.645,-73.782,3,22,6,2,3,3
215863,40.7638,-73.9762,1,19,2,1,1,1
189871,40.7271,-73.9878,1,18,6,0,1,0
371288,40.7269,-73.9917,3,2,6,0,1,0
56197,40.6865,-73.9858,1,23,4,0,1,0
359483,40.7356,-74.0006,3,21,4,0,1,0
291706,40.7716,-73.9676,2,12,1,1,1,1
470024,40.7446,-73.9985,3,0,6,0,1,1
391390,40.7376,-74.0037,3,1,2,0,1,0
294876,40.7043,-74.0093,2,11,2,0,1,0
181969,40.7481,-73.989,1,18,5,1,1,1
556339,40.7454,-73.9847,4,17,5,1,1,1
291144,40.725,-73.9781,2,7,1,0,1,0
64040,40.7152,-74.0094,1,14,6,0,1,0
475144,40.7773,-73.9545,3,7,0,1,1,1
341725,40.6489,-73.8831,3,7,3,2,-1,0
388350,40.7206,-74.01,3,16,1,0,1,0
218068,40.7507,-74.0034,1,22,2,1,1,0
424943,40.7395,-73.9977,3,13,6,0,1,1
341713,40.7578,-73.993,3,7,3,1,1,1
125405,40.7447,-74.0364,1,23,3,0,4,0
505150,40.7453,-73.988,3,11,4,1,1,1
550381,40.7782,-73.9829,3,18,2,1,1,1
97465,40.7405,-73.9892,1,21,5,0,1,1
458897,40.7495,-73.9891,3,11,4,1,1,1
334250,40.7779,-73.954,3,7,2,1,1,1
497088,40.7429,-74.0076,3,13,3,0,1,0
496373,40.734,-73.995,3,11,3,0,1,0
275738,40.7171,-74.0044,2,20,2,0,1,0
260001,40.7615,-74.0022,2,20,4,1,1,1
280756,40.7852,-73.9713,2,6,4,1,1,1
178844,40.6963,-73.9248,1,13,5,0,1,0
39098,40.7145,-73.9981,1,22,1,0,1,0
527453,40.7179,-73.9639,3,4,0,0,1,0
421492,40.7605,-73.98,3,22,5,1,1,1
378020,40.8161,-73.9377,3,10,0,1,1,2
126461,40.769,-73.9193,1,8,4,4,1,2
450224,40.7362,-74.0003,3,9,3,0,1,0
499779,40.7445,-73.976,3,18,3,1,1,1
273087,40.7495,-73.9774,2,5,2,1,1,1
80947,40.7855,-73.9712,1,5,3,1,1,1
534797,40.7516,-73.994,3,10,1,1,1,1
144758,40.7523,-73.9934,1,21,0,1,1,1
181378,40.7557,-73.9665,1,18,5,1,1,1
369711,40.7168,-74.0083,3,23,5,0,1,0
325506,40.7543,-74.0247,2,20,2,0,4,0
63806,40.7702,-73.9574,1,13,6,1,1,1
336190,40.7566,-73.9842,3,14,2,1,1,1
447044,40.771,-73.866,3,19,2,4,1,2
269225,40.7244,-73.9851,2,7,1,0,1,0
230562,40.7948,-73.9643,2,7,4,1,1,1
165419,40.7429,-73.987,1,21,3,0,1,1
416872,40.7093,-73.9687,3,11,5,0,1,0
338973,40.7523,-73.9676,3,19,2,1,1,1
238813,40.7281,-73.9993,2,23,5,0,1,0
80857,40.7755,-73.9624,1,3,3,1,1,1
368333,40.6789,-73.9867,3,21,5,0,1,0
263783,40.678,-73.9843,2,23,5,0,1,0
215119,40.718,-74.0055,1,19,2,0,1,0
494683,40.7877,-73.9755,3,6,3,1,1,1
150593,40.7877,-73.8368,1,21,1,4,-1,2
533751,40.6878,-74.1817,3,7,1,3,2,4
423499,40.7304,-74.0043,3,2,6,0,1,0
224562,40.7602,-73.974,2,17,2,1,1,1
160743,40.7628,-73.9784,1,13,3,1,1,1
286165,40.7229,-74.0048,2,22,5,0,1,0
270744,40.6483,-73.7827,2,16,1,2,3,3
312456,40.7557,-73.9838,2,16,6,1,1,1
494668,40.6757,-73.9423,3,6,3,0,1,0
289769,40.7653,-73.9754,2,16,0,1,1,1
154694,40.7556,-73.9745,1,16,2,1,1,1
32312,40.7445,-73.9906,0,13,1,1,1,1
92709,40.7628,-73.9757,1,23,4,1,1,1
292479,40.7506,-73.9834,2,16,1,1,1,1
231044,40.7404,-73.9985,2,9,4,0,1,1
263918,40.7526,-73.9926,2,23,5,1,1,1
51435,40.7216,-74.0099,1,13,4,0,1,0
339808,40.7109,-73.9601,3,21,2,0,1,0
487272,40.7437,-73.9733,3,7,2,1,1,1
42039,40.7227,-73.9981,1,17,2,0,1,0
10415,40.7797,-73.953,0,9,2,1,1,1
357416,40.765,-73.9554,3,18,4,1,1,1
121012,40.757,-73.9821,1,14,3,1,1,1
357246,40.7196,-73.9982,3,18,4,0,1,0
196845,40.7944,-73.9718,1,0,1,1,1,1
83659,40.7757,-73.984,1,16,3,1,1,1
77763,40.7216,-73.613,1,13,2,2,-1,3
255515,40.7567,-73.97,2,19,3,1,1,1
37530,40.7595,-73.977,1,16,1,1,1,1
280842,40.6585,-73.9903,2,7,4,0,1,0
157739,40.7593,-73.988,1,21,2,1,1,1
139814,40.726,-73.9918,1,19,6,0,1,0
505642,40.7732,-73.9787,3,13,4,1,1,1
142357,40.7362,-74.0035,1,13,0,0,1,0
72260,40.7805,-73.956,1,8,1,1,1,1
392592,40.741,-73.9978,3,8,2,0,1,1
52743,40.7471,-73.9912,1,16,4,1,1,1
386803,40.6927,-73.9719,3,10,1,0,1,0
135395,40.7645,-73.9636,1,19,5,1,1,1
111308,40.7244,-73.9966,1,19,1,0,1,0
524898,40.7643,-73.974,3,15,6,1,1,1
4882,40.7094,-73.9685,0,17,4,0,1,0
325259,40.756,-73.9728,2,19,2,1,1,1
273969,40.747,-73.9814,2,11,2,1,1,1
82359,40.7768,-73.9892,1,11,3,1,1,1
411635,40.6868,-73.8245,3,17,4,2,-1,3
282976,40.7305,-74.007,2,20,4,0,1,0
464014,40.7344,-74.0017,3,23,4,0,1,0
344177,40.7678,-73.9914,3,15,3,1,1,1
177421,40.7037,-73.9257,1,4,5,0,1,0
48929,40.735,-74.0027,1,22,3,0,1,0
11153,40.7388,-73.9883,0,19,2,0,1,1
162303,40.6418,-73.7888,1,16,3,2,3,3
111041,40.7956,-73.9719,1,19,1,1,1,1
482680,40.7752,-73.9629,3,15,1,1,1,1
89189,40.7443,-74.0375,1,14,4,0,4,0
148118,40.7605,-73.9745,1,16,1,1,1,1
142557,40.6483,-73.7825,1,14,0,2,3,3
542883,40.774,-73.9887,3,8,2,1,1,1
173996,40.7302,-73.9878,1,21,4,0,1,0
554203,40.7409,-74.0068,3,22,2,0,1,0
563545,40.7732,-73.8859,4,7,1,4,1,2
564313,40.746,-74.0054,4,18,2,0,1,0
108463,40.7308,-74.0008,1,13,1,0,1,0
362624,40.7388,-74.0088,3,8,5,0,1,0
342062,40.7502,-73.9946,3,8,3,1,1,1
510044,40.7433,-74.0076,3,20,4,0,1,0
152974,40.7544,-73.9902,1,11,2,1,1,1
460778,40.721,-73.9994,3,16,4,0,1,0
25882,40.7779,-73.9439,0,6,3,1,1,1
57316,40.75,-73.992,1,9,5,1,1,1
303262,40.811,-74.0695,2,12,4,1,-1,1
466230,40.7634,-73.9779,3,14,5,1,1,1
194371,40.7599,-73.9721,1,16,0,1,1,1
510600,40.7082,-74.0063,3,21,4,0,1,0
318128,40.743,-73.9843,2,16,1,1,1,1
503609,40.7724,-73.9132,3,6,4,4,1,2
299886,40.6934,-73.9889,2,16,3,0,1,0
352489,40.7251,-74.0042,3,11,4,0,1,0
167702,40.7254,-74.0092,1,7,4,0,1,0
423422,40.7312,-73.9887,3,1,6,0,1,0
413029,40.7834,-73.979,3,19,4,1,1,1
66072,40.7923,-73.9742,1,5,0,1,1,1
286468,40.7604,-73.9715,2,0,6,1,1,1
374485,40.7244,-73.9997,3,17,6,0,1,0
163959,40.7606,-73.9734,1,19,3,1,1,1
305413,40.7569,-73.9714,2,20,4,1,1,1
54570,40.7176,-73.9635,1,19,4,0,1,0
462187,40.7225,-73.9935,3,19,4,0,1,0
532128,40.7401,-73.9901,3,20,0,0,1,1
170279,40.7444,-73.9833,1,15,4,1,1,1
434934,40.742,-73.9748,3,11,1,1,1,1
541024,40.763,-73.9771,3,22,1,1,1,1
340031,40.7569,-73.972,3,21,2,1,1,1
378741,40.767,-73.9689,3,13,0,1,1,1
436197,40.752,-73.986,3,15,1,1,1,1
540290,40.7345,-73.9922,3,21,1,0,1,0
125856,40.6926,-73.9919,1,2,4,0,1,0
403875,40.7382,-73.9911,3,18,3,0,1,1
421989,40.7402,-74.0059,3,22,5,0,1,0
475104,40.7675,-73.8813,3,6,0,4,1,2
272358,40.7306,-74.0068,2,21,1,0,1,0
136569,40.7229,-73.9946,1,23,5,0,1,0
402443,40.7634,-73.9694,3,16,3,1,1,1
19222,40.7304,-73.9935,0,6,3,0,1,0
273905,40.7418,-74.0043,2,11,2,0,1,0
122951,40.7141,-73.9561,1,18,3,0,1,0
350055,40.6927,-73.992,3,4,4,0,1,0
324577,40.7683,-73.9824,2,18,2,1,1,1
404302,40.7234,-74.008,3,19,3,0,1,0
410416,40.7696,-73.9809,3,15,4,1,1,1
483828,40.7823,-73.9804,3,17,1,1,1,1
382688,40.7573,-73.9763,3,19,0,1,1,1
347013,40.7649,-73.9768,3,19,3,1,1,1
255688,40.7219,-74.002,2,19,3,0,1,0
110161,40.7211,-74.0012,1,17,1,0,1,0
514648,40.7842,-73.9786,3,10,5,1,1,1
339163,40.7539,-73.9664,3,19,2,1,1,1
419280,40.7315,-73.9903,3,18,5,0,1,0
533184,40.7215,-74.0013,3,5,1,0,1,0
336106,40.7498,-73.9836,3,13,2,1,1,1
560802,40.7257,-73.9948,4,11,6,0,1,0
194292,40.7502,-73.9866,1,16,0,1,1,1
414718,40.7568,-73.9257,3,22,4,1,1,2
457790,40.7745,-73.9903,3,7,4,1,1,1
300562,40.7709,-73.8659,2,18,3,4,1,2
344172,40.6417,-73.7891,3,15,3,2,3,3
6226,40.7628,-73.9715,0,16,5,1,1,1
255568,40.7524,-73.9753,2,19,3,1,1,1
316438,40.7331,-73.9957,2,7,1,0,1,0
501520,40.7283,-73.9995,3,21,3,0,1,0
550752,40.7587,-73.9679,3,19,2,1,1,1
10057,40.7508,-73.9397,0,20,1,1,1,0
242708,40.7738,-73.9487,2,9,0,1,1,1
517808,40.7818,-73.9561,3,17,5,1,1,1
168752,40.684,-73.9836,1,11,4,0,1,0
267573,40.7139,-74.0106,2,14,0,0,1,0
43994,40.6939,-73.9887,1,5,3,0,1,0
446847,40.7136,-74.0147,3,19,2,0,1,0
472595,40.7438,-73.9921,3,16,6,0,1,1
461457,40.7653,-73.918,3,18,4,4,1,2
271238,40.7571,-74.0012,2,17,1,1,1,1
548800,40.7541,-73.9804,3,17,2,1,1,1
285207,40.7368,-73.9817,2,16,5,0,1,1
172691,40.7567,-73.9826,1,19,4,1,1,1
137017,40.7293,-73.992,1,0,6,0,1,0
119079,40.7761,-73.9556,1,6,3,1,1,1
330397,40.7025,-73.9867,3,16,1,0,1,0
79537,40.7753,-73.9597,1,19,2,1,1,1
365355,40.7726,-73.9464,3,17,5,1,1,1
493529,40.738,-73.9869,3,22,2,0,1,1
529552,40.7398,-74.0062,3,13,0,0,1,0
478489,40.7558,-73.9766,3,18,0,1,1,1
486897,40.7649,-73.9685,3,6,2,1,1,1
277950,40.7535,-73.9732,2,14,3,1,1,1
171458,40.719,-74.0015,1,17,4,0,1,0
141875,40.6798,-73.9382,1,10,0,0,1,0
465579,40.7624,-73.9662,3,11,5,1,1,1
375279,40.7216,-74.0112,3,20,6,0,1,0
176634,40.7191,-74.0035,1,1,5,0,1,0
213498,40.7375,-73.9893,1,17,2,0,1,1
375600,40.7685,-73.8625,3,21,6,4,1,2
253501,40.7827,-73.8131,2,10,3,4,-1,2
435675,40.7445,-73.9798,3,13,1,1,1,1
31655,40.7505,-74.027,0,18,0,0,4,0
528496,40.7734,-73.9892,3,8,0,1,1,1
23668,40.7756,-73.9903,0,0,1,1,1,1
457371,40.7802,-73.9495,3,5,4,1,1,1
107163,40.7161,-74.0151,1,7,1,0,1,0
295873,40.7496,-74.0067,2,16,2,0,1,0
115834,40.7636,-73.9817,1,16,2,1,1,1
448759,40.6333,-74.0322,3,3,3,0,1,0
454798,40.7441,-73.9841,3,19,3,1,1,1
21842,40.7494,-73.9776,0,16,5,1,1,1
506166,40.7421,-73.9901,3,14,4,0,1,1
510699,40.7526,-73.9845,3,21,4,1,1,1
140289,40.7521,-73.9933,1,21,6,1,1,1
122398,40.7251,-74.0091,1,17,3,0,1,0
49159,40.7268,-73.9949,1,23,3,0,1,0
112350,40.7865,-73.9722,1,21,1,1,1,1
181616,40.7633,-73.9816,1,18,5,1,1,1
521763,40.7466,-74.0083,3,23,5,0,1,0
119931,40.778,-73.9803,1,9,3,1,1,1
195944,40.7061,-74.006,1,20,0,0,1,0
156558,40.7181,-73.9863,1,19,2,0,1,0
19642,40.7384,-73.9962,0,14,3,0,1,1
391475,40.7322,-73.9986,3,3,2,0,1,0
428329,40.7735,-73.9816,3,6,0,1,1,1
516938,40.7214,-73.9927,3,16,5,0,1,0
228381,40.7041,-74.0091,2,18,3,0,1,0
138397,40.7639,-73.9812,1,13,6,1,1,1
154895,40.7515,-74.0016,1,16,2,1,1,0
418813,40.7393,-74.0303,3,17,5,0,4,0
388127,40.7054,-73.7521,3,15,1,2,-1,3
22887,40.7704,-73.865,0,21,6,4,1,2
471127,40.7199,-74.0086,3,10,6,0,1,0
1985,40.772,-73.9636,0,18,2,1,1,1
381702,40.7592,-73.973,3,18,0,1,1,1
504792,40.7438,-73.9831,3,9,4,1,1,1
421136,40.7727,-73.9814,3,21,5,1,1,1
114644,40.6948,-74.1776,1,12,2,3,2,4
417090,40.6722,-73.9904,3,12,5,0,1,0
234740,40.6872,-73.9365,2,21,4,0,1,0
497223,40.7345,-73.9884,3,14,3,0,1,1
175587,40.7217,-73.9581,1,23,4,0,1,0
126149,40.7567,-73.9926,1,6,4,1,1,1
178261,40.688,-73.9857,1,11,5,0,1,0
511585,40.7429,-74.0003,3,22,4,0,1,1
375370,40.7774,-73.952,3,20,6,1,1,1
234960,40.7345,-74.0013,2,22,4,0,1,0
17484,40.7626,-73.9712,0,17,1,1,1,1
122965,40.7082,-74.0141,1,18,3,0,1,0
177382,40.7725,-73.9489,1,4,5,1,1,1
203350,40.7148,-74.0159,1,19,1,0,1,0
65584,40.744,-73.9512,1,21,6,1,1,0
473940,40.6785,-73.9299,3,21,6,0,1,0
422211,40.732,-73.9852,3,23,5,0,1,0
351122,40.6916,-73.9853,3,7,4,0,1,0
77452,40.6923,-73.9894,1,12,2,0,1,0
140401,40.6708,-73.985,1,22,6,0,1,0
438608,40.7423,-73.9991,3,19,1,0,1,1
194838,40.7553,-73.9756,1,17,0,1,1,1
435587,40.7444,-73.9309,3,13,1,1,1,0
553932,40.7536,-73.9806,3,22,2,1,1,1
247360,40.7568,-74.0015,2,14,1,1,1,1
401002,40.7538,-73.9723,3,13,3,1,1,1
385472,40.7376,-74.0036,3,7,1,0,1,0
332415,40.7548,-73.9912,3,21,1,1,1,1
180914,40.7521,-73.9798,1,17,5,1,1,1
69608,40.7587,-73.9736,1,18,0,1,1,1
19724,40.7745,-73.9655,0,15,3,1,1,1
148064,40.7246,-73.9971,1,16,1,0,1,0
356466,40.7722,-73.9502,3,17,4,1,1,1
316319,40.776,-73.9442,2,6,1,1,1,1
43260,40.7491,-73.9883,1,20,2,1,1,1
557515,40.758,-73.9776,4,17,2,1,1,1
305487,40.7295,-73.9898,2,21,4,0,1,0
275380,40.7519,-73.9862,2,18,2,1,1,1
554454,40.6445,-73.7833,3,23,2,2,3,3
482030,40.7354,-73.9963,3,13,1,0,1,0
185856,40.7331,-73.9985,1,0,6,0,1,0
148356,40.7406,-73.9889,1,16,1,0,1,1
79022,40.7185,-73.945,1,17,2,0,1,0
197118,40.7506,-73.98,1,5,1,1,1,1
206312,40.7166,-74.011,1,7,2,0,1,0
201490,40.7414,-73.9951,1,17,1,0,1,1
539789,40.7651,-73.9693,3,20,1,1,1,1
223716,40.7325,-73.9962,2,14,2,0,1,0
348076,40.7603,-73.9759,3,21,3,1,1,1
349917,41.0429,-73.8624,3,2,4,4,-1,2
171618,40.7407,-74.0087,1,17,4,0,1,0
508936,40.7081,-74.0176,3,19,4,0,1,0
248548,40.7559,-73.9704,2,19,1,1,1,1
151380,40.6462,-73.7769,1,5,2,2,3,3
515721,40.7767,-73.9618,3,14,5,1,1,1
259327,40.7385,-73.9999,2,18,4,0,1,0
145747,40.7786,-73.9562,1,7,1,1,1,1
440166,40.7509,-73.9863,3,21,1,1,1,1
553404,40.7409,-73.9975,3,21,2,0,1,1
337821,40.722,-74.0041,3,17,2,0,1,0
156031,40.7405,-74.0056,1,18,2,0,1,0
197569,40.7368,-73.9846,1,7,1,0,1,1
199964,40.7626,-73.9712,1,14,1,1,1,1
356538,40.7759,-73.9613,3,18,4,1,1,1
295053,40.7662,-73.9791,2,13,2,1,1,1
288640,40.7375,-74.0048,2,6,0,0,1,0
504038,40.795,-73.9691,3,7,4,1,1,1
15562,40.7395,-73.9941,0,16,6,0,1,1
471122,40.7178,-73.952,3,10,6,0,1,0
382388,40.7519,-73.9935,3,19,0,1,1,1
176487,40.7401,-74.006,1,1,5,0,1,0
532306,40.7631,-73.9826,3,20,0,1,1,1
40618,40.7174,-73.9585,1,11,2,0,1,0
353050,40.7369,-73.9866,3,12,4,0,1,1
179455,40.7456,-73.8838,1,15,5,4,1,2
260790,40.7233,-73.9895,2,0,5,0,1,0
24369,40.7457,-74.0056,0,18,1,0,1,0
434917,40.7542,-73.9905,3,11,1,1,1,1
160427,40.768,-73.9915,1,11,3,1,1,1
140515,40.7405,-74.0085,1,0,0,0,1,0
431727,40.7684,-73.9849,3,18,0,1,1,1
227598,40.7396,-74.0064,2,15,3,0,1,0
187875,40.6878,-74.1813,1,12,6,3,2,4
445043,40.7419,-73.9905,3,16,2,0,1,1
455093,40.7572,-73.9695,3,20,3,1,1,1
42220,40.7466,-73.9812,1,17,2,1,1,1
365598,40.7252,-73.9954,3,17,5,0,1,0
58511,40.7709,-73.8656,1,16,5,4,1,2
431721,40.7174,-74.0036,3,18,0,0,1,0
48995,40.7418,-73.9831,1,22,3,1,1,1
55735,40.74,-74.0057,1,22,4,0,1,0
184550,40.7304,-74.0018,1,22,5,0,1,0
244372,40.7195,-74.0007,2,17,0,0,1,0
479879,40.751,-74.0042,3,4,1,1,1,0
543623,40.7249,-74.0085,3,9,2,0,1,0
156017,40.752,-73.9935,1,18,2,1,1,1
522462,40.7662,-73.987,3,1,6,1,1,1
477596,40.7744,-73.9828,3,16,0,1,1,1
335111,40.7274,-73.9922,3,10,2,0,1,0
486648,40.7867,-73.9757,3,5,2,1,1,1
183517,40.6579,-73.6479,1,21,5,2,-1,3
317322,40.7381,-73.9832,2,13,1,0,1,1
457888,40.7166,-73.6007,3,8,4,2,-1,3
397268,40.7225,-73.998,3,20,2,0,1,0
239991,40.775,-73.9888,2,9,6,1,1,1
530685,40.767,-73.9877,3,16,0,1,1,1
334296,40.728,-73.9807,3,8,2,0,1,0
170768,40.7429,-73.9863,1,16,4,1,1,1
2729,40.726,-73.9918,0,12,3,0,1,0
87352,40.7398,-73.9918,1,6,4,0,1,1
165565,40.7197,-73.9983,1,21,3,0,1,0
448014,40.7272,-73.9918,3,22,2,0,1,0
51549,40.7543,-73.9803,1,13,4,1,1,1
104210,40.7434,-74.0035,1,12,0,0,1,0
30657,40.719,-74.0099,0,17,6,0,1,0
161093,40.8409,-73.9427,1,14,3,1,1,2
54223,40.7803,-73.9875,1,19,4,1,1,1
460739,40.7494,-73.9839,3,16,4,1,1,1
366068,40.7552,-73.9828,3,18,5,1,1,1
471098,40.7292,-74.0041,3,10,6,0,1,0
261233,40.7371,-74.0018,2,9,5,0,1,0
202477,40.7135,-73.9924,1,18,1,0,1,0
343100,40.7588,-73.9816,3,12,3,1,1,1
460463,40.7038,-73.9866,3,16,4,0,1,0
401728,40.7538,-73.9885,3,15,3,1,1,1
261341,40.7857,-73.979,2,10,5,1,1,1
384678,40.7785,-73.9141,3,3,1,4,1,2
481017,40.6961,-73.9676,3,8,1,0,1,0
438428,40.7193,-74.0062,3,18,1,0,1,0
195185,40.6449,-73.7824,1,18,0,2,3,3
365227,40.7434,-73.992,3,16,5,0,1,1
229930,40.8159,-73.8448,2,23,3,4,-1,2
184847,40.738,-73.9924,1,23,5,0,1,1
154190,40.6449,-73.782,1,15,2,2,3,3
501774,40.7711,-73.8659,3,21,3,4,1,2
18543,40.8208,-73.9491,0,15,2,1,1,2
360178,40.7229,-74.0475,3,22,4,0,4,0
98767,40.7632,-73.9845,1,23,5,1,1,1
559476,40.7084,-74.0122,4,23,1,0,1,0
126141,40.7609,-73.9888,1,6,4,1,1,1
410611,40.763,-73.974,3,15,4,1,1,1
134272,40.7752,-73.9796,1,16,5,1,1,1
255662,40.753,-73.9749,2,19,3,1,1,1
251284,40.659,-73.988,2,17,2,0,1,0
422983,40.7479,-73.9873,3,0,6,1,1,1
435812,40.7218,-74.004,3,14,1,0,1,0
370277,40.7417,-74.0049,3,0,6,0,1,0
506973,40.7404,-73.9946,3,16,4,0,1,1
333724,40.7647,-73.9662,3,6,2,1,1,1
195086,40.6917,-73.9844,1,17,0,0,1,0
348490,40.7209,-73.9949,3,21,3,0,1,0
434966,40.7241,-74.0094,3,11,1,0,1,0
506758,40.7611,-73.9732,3,15,4,1,1,1
522744,40.6735,-73.9917,3,2,6,0,1,0
443925,40.7177,-74.0106,3,13,2,0,1,0
37527,40.7579,-73.9913,1,16,1,1,1,1
205253,40.6486,-73.7832,1,23,1,2,3,3
187633,40.6848,-73.9814,1,11,6,0,1,0
352687,40.7428,-73.9927,3,11,4,0,1,1
417220,40.7512,-74.0256,3,13,5,0,4,0
508447,40.7413,-73.9834,3,18,4,0,1,1
393191,40.7862,-73.9557,3,10,2,1,1,1
74656,40.7194,-73.9989,1,18,1,0,1,0
24350,40.7242,-74.0,0,17,1,0,1,0
387437,40.6981,-73.9751,3,13,1,0,1,0
486686,40.696,-73.996,3,6,2,0,1,0
241087,40.723,-73.9958,2,17,6,0,1,0
143621,40.7626,-73.969,1,17,0,1,1,1
340193,40.7686,-73.8625,3,22,2,4,1,2
467427,40.7616,-73.9747,3,17,5,1,1,1
72800,40.7574,-73.9823,1,12,1,1,1,1
419557,40.7138,-74.0088,3,18,5,0,1,0
455416,40.7735,-73.9459,3,21,3,1,1,1
254219,40.7624,-73.9721,2,14,3,1,1,1
